Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00577_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00577_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00733_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00733_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_T.mzML
Q96KP4	Q96KP4		CNDP2		1.04733e+08	1.32647e+08	1.58628e+08	1.14147e+08	3.30175e+08	1.21436e+08	2.28687e+08	2.45008e+08	7.98065e+07	1.27556e+08
Q96LD4	Q96LD4		TRIM47			1.30735e+06	1.49571e+06	685208	989339	1.14262e+06	1.13126e+06	1.68325e+06	589686	
Q96LW7	Q96LW7		CARD19		359003	326413							330956	
Q96M96	Q96M96		FGD4		375460	263859	207256	461147	218781	253445	229946	26731.7	353208	153405
Q96MG7	Q96MG7		NSMCE3		231662	185794	134765	157352	117709	137863	158383	219520	246400	96402.8
Q96MH2	Q96MH2		HEXIM2		87530.1	161276	134727	130877	116286	92069.8		68107		
Q96MM6	Q96MM6		HSPA12B		1.75833e+06	1.12218e+06		1.43628e+06	621326	1.10818e+06	997532	1.51662e+06	923700	1.29849e+06
Q96MW1	Q96MW1		CCDC43		4.47922e+06	1.98957e+06	848013	595500	759308	7.09128e+06	703664	1.73743e+06	1.18412e+06	666318
Q96MW5	Q96MW5		COG8		108645	40261.5		149209	205915		80096.1	233030	124305	
Q96MX6	Q96MX6		DNAAF10		263729				348339			259377	242408	
Q96N67	Q96N67		DOCK7		719035	746398	937855	975791	423929	659708	632144	533242	861151	622172
Q96NB2	Q96NB2		SFXN2		921667	4.19636e+06		3.38946e+06	963497	4.57355e+06	401452	959979	921123	
Q96NR8	Q96NR8		RDH12		374233	1.24703e+06		602256		2.6384e+06				
Q96NU7	Q96NU7		AMDHD1							152930				
Q96NY7	Q96NY7		CLIC6		239480			121542		94806.8			157817	556390
Q96P16	Q96P16		RPRD1A		1.15112e+06	788634	1.07126e+06	949570	760456	808918	883584	784970	1.08133e+06	531559
Q96P48	Q96P48		ARAP1		768152	363943	207790	273386	454797	275118		752670	517696	
Q96P70	Q96P70		IPO9		245705	288158	432624			245114	1.02279e+06	279857	472215	80886.3
Q96PD5	Q96PD5		PGLYRP2		1.58277e+06	2.80804e+06	1.1718e+06	3.44271e+06	2.98129e+06	1.43353e+06	1.93082e+06	2.62832e+06	5.78438e+06	4.26469e+06
Q96PE2	Q96PE2		ARHGEF17		559704	377160	508995	346316	839458	302405	1.014e+06	956365	432017	572155
Q96PK6	Q96PK6		RBM14		3.99398e+06	3.6747e+06	4.79758e+06	3.35239e+06	3.59599e+06	2.44156e+06	5.28421e+06	3.63189e+06	5.80965e+06	4.54273e+06
Q96PP8	Q96PP8		GBP5				356234		458747		157287	175930		390452
Q96PU5	Q96PU5		NEDD4L		937663	1.09429e+06	786895	1.0762e+06	997941	800902	1.84878e+06	1.01708e+06	691040	747976
Q96PU8	Q96PU8		QKI		2.93761e+06	2.43957e+06	3.66963e+06	3.23496e+06	2.09415e+06	1.22161e+06		2.35487e+06	2.85875e+06	
Q96PY6	Q96PY6		NEK1		15010.4	23981.8			4991.15		13814.9			
Q96PZ0	Q96PZ0		PUS7		155665		161404	83261.2	251577		472641	358008	145464	
Q96QF0	Q96QF0		RAB3IP		191511	178829	263117	214193	183342	161757	348670	137585	219743	83967.7
Q96QG7	Q96QG7		MTMR9		168543			237228	271669	162066	233727	187874	159547	314991
Q96QK1	Q96QK1		VPS35		5.84977e+06	8.01835e+06	4.01976e+06	7.03869e+06	4.00466e+06	6.54489e+06	5.59938e+06	6.59584e+06	6.14942e+06	5.16046e+06
Q96QR8	Q96QR8		PURB		799200	422035	534405	1.00596e+06	1.74438e+06	380219	611602	865323	856740	
Q96QZ7	Q96QZ7		MAGI1		226710	244170		208551	90742.9	412754		123764	318237	
Q96R05	Q96R05		RBP7		746226	231128		1.15953e+06	692703	105004	499851	509052	1.34459e+06	551146
Q96RF0	Q96RF0		SNX18		341624				210557		240059	290404	406606	
Q96RL1	Q96RL1		UIMC1						20849.4					
Q96RL7	Q96RL7		VPS13A		795470	1.13755e+06	2.61279e+06	666458	446803	675720	941865	689835	612677	
Q96RP9	Q96RP9		GFM1		1.79819e+06	2.03242e+06	484689	2.28313e+06	684621	2.12193e+06	286074	256476	1.0011e+06	251012
Q96RQ3	Q96RQ3		MCCC1		2.71632e+06	3.64456e+06	398353	3.94255e+06	496716	3.3386e+06	243291	568654	2.27124e+06	264433
Q96RQ9	Q96RQ9		IL4I1				352733		96913.6			189020	76658.7	
Q96RS6	Q96RS6		NUDCD1		310442	314688	225705	339185	443501	155209	411115	192849	231932	444468
Q96RT1	Q96RT1		ERBIN		512393	544704	435692	395225	612146	596510	405835	293228	446088	595890
Q96RT7	Q96RT7		TUBGCP6		478521	430490	332076		453012	124422	241576	301290	396957	179147
Q96RU3	Q96RU3		FNBP1		516477	335301	416134	307280	414599		337703	217612	337955	457850
Q96S06	Q96S06		LMF1		69617.6	83232.6		44484.9	54586.6	80530.8		97551.5	71065	68473.4
Q96S52	Q96S52		PIGS		141533	145273	188357	144661	159306	101359	120722	379558	110599	248981
Q96S55	Q96S55		WRNIP1		391802	467446	431449	397191	444764	280585	437535	297792	300624	217906
Q96S59	Q96S59		RANBP9		145002	143496	140264	174892	117862	119060	64508	144581	250159	151584
Q96SB3	Q96SB3		PPP1R9B		277085	129900	259255	264339	228494	221485	423024	261768	265205	422414
Q96SL4	Q96SL4		GPX7		388483		100075		100915					73582.3
Q96SU4	Q96SU4		OSBPL9		636754	868793	403522	450715	424515	438210	368686	594977	526520	330897
Q96T17	Q96T17		MAP7D2				2.89734e+06		297406			190665		
Q96T23	Q96T23		RSF1		80836.5				281977	44736.2		385175		183055
Q96T37	Q96T37		RBM15		173018	110206	186193	78916.9	45400.4	199863	97538	104996	154751	205719
Q96T51	Q96T51		RUFY1		967814	821628	686339	1.03078e+06	1.9973e+06	867021	570615	1.81977e+06	1.12056e+06	788407
Q96T60	Q96T60		PNKP		457335	402440		566245	600342	207535		198313	609324	253983
Q96T66	Q96T66		NMNAT3		308461	193882		372836	66901.3	528009	37768.4		53210.4	
Q96T76	Q96T76		MMS19		654178	774177	418398	789074	699060	471896	459692	846372	965070	446635
Q96TA1	Q96TA1		NIBAN2		2.20859e+06	1.43538e+06	1.39264e+06	1.65505e+06	1.23573e+06	1.29236e+06	2.4628e+06	2.87245e+06	4.53351e+06	2.10977e+06
Q96TC7	Q96TC7		RMDN3		842917	867554	466892	804746	848104	804916	243836	640933	512152	239058
Q99417	Q99417		MYCBP		890365	721108	871816	884869	715260	706356	380164	755747	1.24074e+06	744527
Q99424	Q99424		ACOX2		125211	934652		437419	139443	668592		225075	96871.5	
Q99439	Q99439		CNN2		5.48647e+06	4.11497e+06	4.98292e+06	3.46549e+06	1.23087e+06	3.66321e+06	1.7787e+06	1.92497e+06	5.27326e+06	5.47193e+06
Q99447	Q99447		PCYT2		640437	1.80899e+06	634034	1.04233e+06	597407	1.63501e+06	943853	680740	1.26273e+06	269520
Q99459	Q99459		CDC5L		109034						90641.9	186508	182010	
Q99460	Q99460		PSMD1		135326	283108	166552	338772	489397	233347	270332	293455	256443	
Q99470	Q99470		SDF2		334165	284511				479411		233905	362555	401529
Q99487	Q99487		PAFAH2		394698	617991	214027	509875	220012	408616	167787	656679	436301	170960
Q99489	Q99489		DDO		274720	521952		559253		512387		898890	121242	
Q99497	Q99497		PARK7		3.21644e+06	3.2586e+06	3.46048e+06	4.66149e+06	4.95849e+06	3.31228e+06	2.44514e+06	3.29464e+06	3.39e+06	1.508e+06
Q99519	Q99519		NEU1		278516	460026	346463	581505	233740	276253	134021	147409	336720	78113.6
Q99536	Q99536		VAT1		4.40739e+06	5.8443e+06	2.65111e+06	5.4288e+06	8.05612e+06	6.31362e+06	5.00772e+06	6.62581e+06	2.94058e+06	7.26219e+06
Q99538	Q99538		LGMN		76268.3	543438	90786.7	158008		467746			219322	747577
Q99541	Q99541		PLIN2				130297		366723		1.08671e+06	128614		179352
Q99547	Q99547		MPHOSPH6		205567	382368	184471	256872	320052		245376	171762	273369	338616
Q99549	Q99549		MPHOSPH8			113488	144193	44062.9	80199.8	60064.1	146961	120361	152914	
Q99567	Q99567		NUP88		1.23886e+06	1.06818e+06	1.20723e+06	1.22946e+06	1.35429e+06	900933	1.72222e+06	1.0844e+06	1.21774e+06	1.15438e+06
Q99569	Q99569		PKP4		1.02672e+06	890856	64328.9	1.27163e+06	364584	1.47414e+06	659899	538083	1.27991e+06	420038
Q99570	Q99570		PIK3R4		545263	511335	202796	334430	593212	383109	486038	816374	591220	203730
Q99584	Q99584		S100A13		6.62041e+06	3.76694e+06	3.20126e+06	4.95515e+06	5.46692e+06	2.56399e+06	8.35154e+06	7.06539e+06	9.90771e+06	9.58191e+06
Q99590	Q99590		SCAF11		411317	224768		221355	271857		337984	332030	467952	
Q99598	Q99598		TSNAX		603503	818481	769118	498040	606492	392432	538383	518654	797508	458195
Q99622	Q99622		C12orf57		1.15657e+06	707503	1.26714e+06	1.04437e+06	848236	784393	1.30962e+06	1.41927e+06	1.1932e+06	1.20903e+06
Q99623	Q99623		PHB2		2.04762e+07	2.99437e+07	1.35528e+07	3.10341e+07	1.69789e+07	3.03158e+07	1.24737e+07	1.61291e+07	2.96578e+07	1.05202e+07
Q99653	Q99653		CHP1		178713	453168	98066.5	189171	41234.8	341770		50090.5	116747	153724
Q99700	Q99700		ATXN2		488162	600171	266720	584443	573399	371195	339051	214454	291667	441418
Q99707	Q99707		MTR		173304	143724	73905.8	196992	412174	139066	242096	155095	115050	179916
Q99714	Q99714		HSD17B10			497193		684551		589656			329981	
Q99715	Q99715		COL12A1		937680	896809	2.62622e+06	1.02989e+06	825131	728396	261961	1.00042e+06	1.91633e+06	1.73579e+06
Q99733	Q99733		NAP1L4		1.00631e+06	862773	1.16337e+06	1.12823e+06	1.2405e+06	2.17434e+06	1.13987e+06	1.16625e+06	999124	2.18051e+06
Q99747	Q99747		NAPG		417177	735997		440799		263404			564569	
Q99766	Q99766		DMAC2L		1.98494e+06	2.0745e+06	524566	2.3966e+06	378370	1.29268e+06	481091	741761	2.39303e+06	
Q99797	Q99797		MIPEP		1.52415e+06	2.01977e+06	943937	1.55822e+06	592312	2.13031e+06		370799	1.04533e+06	430639
Q99798	Q99798		ACO2		5.08825e+07	5.72187e+07	2.07508e+07	6.21639e+07	1.88458e+07	1.22128e+08	2.04618e+07	1.80816e+07	2.65888e+07	2.13827e+07
Q99816	Q99816		TSG101		944433	832138	1.06456e+06	1.07691e+06	674251	851057	984149	1.04289e+06	747485	774466
Q99832	Q99832		CCT7		30013.9	759638	74030.3	105403	65832.1	119010	96906.2	642000	303780	24385.5
Q99873	Q99873		PRMT1		3.80054e+06	3.70143e+06	2.57095e+06	2.83011e+06	3.32755e+06	1.09504e+06	3.30606e+06	6.8945e+06	7.10636e+06	
Q99952	Q99952		PTPN18			24057.3	8944.3			20080.5	3755.4	9878.99	19377.7	
Q99956	Q99956		DUSP9		812131	416896		445312		310694			625011	
Q99959	Q99959		PKP2		239644	367500	373568	154479	136578	1.03712e+06	234367	221039	220871	35064.6
Q99961	Q99961		SH3GL1		748500	639650	1.38038e+06	561030	671585	897342	749760	588187	384236	846486
Q99973	Q99973		TEP1			71250.8	270639	111065	343676			318913		81949.7
Q99986	Q99986		VRK1			1.76565e+06		1.09217e+06		1.50481e+06		2.62705e+06	2.04433e+06	
Q99996	Q99996		AKAP9		97725.6	726363	249262	92545.7	155770	3.54553e+06	224841	59813.1	116696	311614
Q9BPW8	Q9BPW8		NIPSNAP1		6.65476e+06	1.0598e+07	1.34942e+06	6.33526e+06	3.37431e+06	1.22824e+07	1.6383e+06	4.4384e+06	996977	1.10598e+06
Q9BPX1	Q9BPX1		HSD17B14		526037	1.33309e+06		2.20354e+06	703287	346499	609211	324796	433237	
Q9BPY3	Q9BPY3		FAM118B		225225		77691.8	109463	221587	8895.3	73005.8	85902.2	122655	99834
Q9BQ04	Q9BQ04		RBM4B		650876	482309	230493	522327	607045	429904	417253	289645	364769	611089
Q9BQ39	Q9BQ39		DDX50		544102	504319	352836	439024	466502	428621	215465	586639	539740	318970
Q9BQ48	Q9BQ48		MRPL34		530945	278425		363684	87389	538726				
Q9BQ70	Q9BQ70		TCF25		295638	249393	355986	425164	422678	698002	234341	573294	250314	458366
Q9BQA1	Q9BQA1		WDR77		3.81309e+06	3.39705e+06	3.08379e+06	3.60174e+06	6.26096e+06	3.19611e+06	4.44583e+06	4.56957e+06	3.39486e+06	1.98451e+06
Q9BQE3	Q9BQE3		TUBA1C		1.9786e+06	1.06461e+06	925833	1.92462e+06	978072	2.08336e+06	690340	1.69877e+06	2.80003e+06	534421
Q9BQE5	Q9BQE5		APOL2		883961	819407	2.61006e+06	691010	2.3453e+06	426683	452657	2.32578e+06	665775	876294
Q9BQG0	Q9BQG0		MYBBP1A		274147	296812	1.12394e+06	303881	588994	362567	485351	185039	191322	349021
Q9BQG2	Q9BQG2		NUDT12		611631	795437	476616	802838	745945	769364		623106	453042	202878
Q9BQI9	Q9BQI9		NRIP2		752258	393132	87104.7	443201	912327	340156	1.42033e+06	1.37378e+06	653365	763104
Q9BQK8	Q9BQK8		LPIN3				804643	633894	530222	492745				
Q9BQS8	Q9BQS8		FYCO1		739377	465132	433178	475059	371592	526197	247641	595807	566431	239929
Q9BRA2	Q9BRA2		TXNDC17		3.45196e+06	3.00032e+06	1.85269e+06	2.84444e+06	3.79194e+06	4.42182e+06		5.21298e+06	4.40124e+06	1.67433e+06
Q9BRB3	Q9BRB3		PIGQ		253808	259642				211495		234628	234006	
Q9BRF8	Q9BRF8		CPPED1		3.36763e+06	3.3383e+06	1.76797e+06	2.42079e+06	3.4143e+06	1.88156e+06	3.59462e+06	3.17715e+06	2.14605e+06	1.65202e+06
Q9BRJ2	Q9BRJ2		MRPL45		1.25161e+06	1.41553e+06	422682	1.42859e+06	527997	1.39169e+06	459895	456670	1.48182e+06	395680
Q9BRJ7	Q9BRJ7		NUDT16L1		602880	314748	487890	514005	340362	227388	142421	332814	382904	
Q9BRP4	Q9BRP4		PAAF1		322212	319955	467070	499705	249379	322250	211843	345752	360341	441872
Q9BRQ8	Q9BRQ8		AIFM2		76667.4	1.58511e+06					2.2223e+06	305704		
Q9BRR6	Q9BRR6		ADPGK				324064	381982	427967	260678	594999	768509		546962
Q9BRR9	Q9BRR9		ARHGAP9		407805	104476	136496	81001.4	369923		121534	227688	202820	295003
Q9BRX2	Q9BRX2		PELO		189328	172153	193010	131153	167263	109114	158887	184115	183741	
Q9BS26	Q9BS26		ERP44		2.09484e+06	2.45847e+06	2.19064e+06	2.18123e+06	3.10716e+06	1.27156e+06	1.81801e+06	2.38499e+06	2.14111e+06	1.31802e+06
Q9BSC4	Q9BSC4		NOL10		154218	151949		173601	588114	85995.9	367510	209398	250972	358569
Q9BSD7	Q9BSD7		NTPCR		1.36432e+06	648842	538898	1.22095e+06	1.93913e+06	825244	1.30275e+06	2.14707e+06	1.25682e+06	683421
Q9BSE5	Q9BSE5		AGMAT		1.90533e+07	7.30267e+07	3.05712e+06	4.87287e+07	4.52431e+06	7.78444e+07	4.07455e+06	1.05633e+07	3.2786e+07	740688
Q9BSH5	Q9BSH5		HDHD3		87168.2	425992		185285				51437.8	238086	
Q9BSJ2	Q9BSJ2		TUBGCP2		485128	389724	582565	369519	728920	318301	404634	362166	547451	298842
Q9BSJ8	Q9BSJ8		ESYT1		904699	418477	492443	855378	892299	623084	503372	906094	691505	1.50919e+06
Q9BT40	Q9BT40		INPP5K		504403	318249	169004	370919	390944	369859		1.12451e+06	451344	143854
Q9BT78	Q9BT78		COPS4		561635	438713	407467	523044	963643	392967	485034	455383	499649	378382
Q9BTC0	Q9BTC0		DIDO1		178416	419972	251697	216264	1.0354e+06		1.33552e+06	519085	374270	245856
Q9BTE1	Q9BTE1		DCTN5		3.19383e+06	2.57825e+06	1.52885e+06	2.72975e+06	3.66615e+06	1.75937e+06	2.50549e+06	3.34747e+06	3.31872e+06	1.80507e+06
Q9BTE6	Q9BTE6		AARSD1		486446	300497	528107	523876	1.12658e+06	350221	586094	441944	568782	576068
Q9BTT0	Q9BTT0		ANP32E		326262	349889	344680	348429	95966	350512	561378	192715	301773	475941
Q9BTY2	Q9BTY2		FUCA2		1.1914e+06	1.11704e+06	888260		316338	948565		288176		593458
Q9BTY7	Q9BTY7		HGH1				150802	455232	692123	388034		368813	293580	182727
Q9BU02	Q9BU02		THTPA		877224	846965			1.68792e+06		1.48947e+06	1.19818e+06	1.11192e+06	935522
Q9BUF5	Q9BUF5		TUBB6		2.49261e+06	1.88225e+06	4.54668e+06	1.75496e+06	3.00305e+06	1.55959e+06	2.16296e+06	2.6907e+06	2.94833e+06	4.42529e+06
Q9BUH6	Q9BUH6		PAXX		1.8973e+06	1.41054e+06	1.41141e+06	1.44918e+06	1.49369e+06	742347	2.17618e+06	1.56379e+06	1.98618e+06	2.16932e+06
Q9BUJ2	Q9BUJ2		HNRNPUL1		917389	413828	656704	660184	963115	643756	974969	819982	888982	760235
Q9BUL8	Q9BUL8		PDCD10		507156	453427		499664	290555	352165		271366	566560	
Q9BUP0	Q9BUP0		EFHD1		1.17752e+06	1.61061e+06	197517	4.29089e+06	688334	1.8443e+06		942266	1.05876e+06	580726
Q9BUP3	Q9BUP3		HTATIP2		1.58493e+06	2.86545e+06	2.26925e+06	609857	1.2999e+06	675956	1.25646e+06	8.76063e+06	1.47338e+06	409734
Q9BUQ8	Q9BUQ8		DDX23		531227	364392	736212	574936	269610	687202	427164	500292	635390	1.02926e+06
Q9BUR5	Q9BUR5		APOO		8.2581e+06	1.15857e+07	3.01662e+06	9.65617e+06	2.68277e+06	9.29558e+06	1.21328e+06	1.21527e+06	6.86612e+06	1.35198e+06
Q9BUT1	Q9BUT1		BDH2		716126	1.91063e+06	86593.6	1.25253e+06	561492	2.18591e+06	247201	326502	822281	196644
Q9BV10	Q9BV10		ALG12		101083	252268	157506	196535	256848	101785		820246	186785	216057
Q9BV23	Q9BV23		ABHD6		284701	567356				660718		219012	183144	129873
Q9BV40	Q9BV40		VAMP8		355898	639791	229566	375161	374203	578364	479117	770047	637014	376918
Q9BV57	Q9BV57		ADI1		681985	982885	577658	1.17758e+06	419227	1.52043e+06	316249	363808	806127	
Q9BVC6	Q9BVC6		TMEM109		719755	1.40069e+06	441536	595403	948842	915087	1.79744e+06	2.03175e+06	651545	1.28339e+06
Q9BVG4	Q9BVG4		PBDC1		3.27205e+06	3.22335e+06	3.7439e+06	3.42931e+06	3.10304e+06	2.63664e+06	3.44296e+06	3.15136e+06	3.63761e+06	3.4614e+06
Q9BVG8	Q9BVG8		KIFC3		238756	303093	189473	190343	261061	168824	117926	430233	357407	98027.3
Q9BVJ7	Q9BVJ7		DUSP23		2.83857e+06	1.82529e+06	999629	1.9577e+06	3.65583e+06	3.09753e+06	890878	1.84221e+06	1.13968e+06	1.69837e+06
Q9BVL2	Q9BVL2		NUP58		820022	1.09037e+06	1.08718e+06	1.44661e+06	1.29806e+06	927072	1.19247e+06	1.1788e+06	856264	1.44395e+06
Q9BVL4	Q9BVL4		SELENOO		981620	1.37945e+06	311189	1.71354e+06	118132	1.91598e+06	347189	452081	950576	494716
Q9BVM2	Q9BVM2		DPCD			469353		586810	1.26112e+06	395649	749182	880668	528133	576885
Q9BVV7	Q9BVV7		TIMM21		414494	667770	258118	316860	471447	559303	298117	337463	280026	258569
Q9BW04	Q9BW04		SARG		126158	55040.6		98779.1					193367	
Q9BW85	Q9BW85		YJU2		79689.2	64954.7	131028	96823	86921.2	99860	115762	115563	121001	82454.5
Q9BW91	Q9BW91		NUDT9		348748	466732	100102	610377	348073	528518		308455	595006	
Q9BWE0	Q9BWE0		REPIN1		63193.8	34518.4		33476	33054	53069.6		29404.5	39180.7	16482.1
Q9BWH2	Q9BWH2		FUNDC2		2.22863e+06	1.87003e+06	957731	1.86444e+06	1.21026e+06	2.43851e+06	567100	876289	1.07436e+06	713986
Q9BWJ5	Q9BWJ5		SF3B5		623983	264462	857249		1.69287e+06	759159	1.08175e+06	708363	765215	1.52419e+06
Q9BWM7	Q9BWM7		SFXN3		222856	965777		635345	770134	1.11962e+06	907286	1.06849e+06		1.50436e+06
Q9BWN1	Q9BWN1		PRR14		245934	209150	138905	174156	417303	146674	368476	621537	332622	210565
Q9BWS9	Q9BWS9		CHID1		430614	531596	319493	447459	176766	620550		637590	479417	179357
Q9BX40	Q9BX40		LSM14B		202759	157085	408132	141492		130971	318790	255743	262103	256707
Q9BX66	Q9BX66		SORBS1		4.85609e+06	2.63014e+06	8.49858e+06	2.24733e+06	3.93809e+06	1.3169e+06	3.54604e+06	2.29087e+06	2.84606e+06	3.02025e+06
Q9BX68	Q9BX68		HINT2		512319	609490	141184	1.02972e+06	356803	475311			587831	
Q9BX95	Q9BX95		SGPP1		290406			314103	148248	315173				
Q9BXB4	Q9BXB4		OSBPL11		228298	193598	207751	171774	136798	266845	254896	163364	167911	214279
Q9BXB5	Q9BXB5		OSBPL10		429911		635617	491626		349458	127410	213969		
Q9BXD5	Q9BXD5		NPL		1.39087e+06	4.98362e+06	976260	2.29852e+06	4.45262e+06	3.08049e+06	1.46233e+06	3.03288e+06		3.12397e+06
Q9BXF6	Q9BXF6		RAB11FIP5		215083	402143	115668	302371	237341	269862	253746	343126	291813	
Q9BXJ7	Q9BXJ7		AMN		640822	2.62553e+06		1.09352e+06	412744	1.32991e+06	1.16202e+06	1.10602e+06	481214	
Q9BXJ8	Q9BXJ8		TMEM120A		208335	421813	60774.1	156840	65579.8	342424	52993.2	318674	145493	101478
Q9BXJ9	Q9BXJ9		NAA15		354497	294097	387691	387851	771855	219659	405682	611621	251179	328337
Q9BXK5	Q9BXK5		BCL2L13		436371	862729		233509		841341			136444	
Q9BXN1	Q9BXN1		ASPN		38085.2	9360.27		10815						
Q9BXP5	Q9BXP5		SRRT		743234	518172	698174	491688	511899	369791	638480	578290	675067	300146
Q9BXR6	Q9BXR6		CFHR5		1.68553e+06	594417	371571	524065		3.01784e+06			957981	626690
Q9BXS5	Q9BXS5		AP1M1		517290	456797	432226	429459	269751	294996	316119	409390	195868	265777
Q9BXT8	Q9BXT8		RNF17							1.42414e+06				
Q9BXW6	Q9BXW6		OSBPL1A		770005	517355	186977	762452	740176	467259	310783	597255	840474	163928
Q9BXW7	Q9BXW7		HDHD5		133473	163737	80009.3	464299		448780				48985.2
Q9BY44	Q9BY44		EIF2A		809582	2.62143e+06	602335	767092	566073	544775	524252	786942	1.18077e+06	692749
Q9BY49	Q9BY49		PECR		836450	1.99118e+06		1.64534e+06	1.10118e+06	1.05745e+06	379674	841112	389328	
Q9BY50	Q9BY50		SEC11C		449611	392471	1.58762e+06	312510		138488	196216	134496	256569	238742
Q9BY67	Q9BY67		CADM1		919890	465838		1.33541e+06	229303	614006			489914	
Q9BY89	Q9BY89		KIAA1671		175778	287668	420587	288094	203610	234580	545862	405791	104988	164678
Q9BYB0	Q9BYB0		SHANK3		387824	266577	222330	399735	423952	330811	678879	376405	280852	599519
Q9BYB4	Q9BYB4		GNB1L		457945	310724	408223		522573	128292		401474	481091	
Q9BYD1	Q9BYD1		MRPL13		1.10554e+06	1.18262e+06	445494	1.39757e+06	492906	1.4506e+06	568835	520223	1.18014e+06	502704
Q9BYD2	Q9BYD2		MRPL9		1.60057e+06	2.56084e+06	390391	1.73324e+06	696096	1.48317e+06	673246	860773	1.59345e+06	167817
Q9BYD3	Q9BYD3		MRPL4		519764	723214	150486	825026	220127	957717		85915.3	341854	213924
Q9BYD6	Q9BYD6		MRPL1		1.3366e+06	1.63371e+06		2.26596e+06	1.50271e+06	1.27861e+06	1.20452e+06	781749	1.95019e+06	296156
Q9BYE9	Q9BYE9		CDHR2		628374	1.04992e+06	649876	720525	18287.3	1.56317e+06		76769.8	308563	170523
Q9BYF1	Q9BYF1		ACE2		839882	2.00806e+06		1.57821e+06	534180	1.68835e+06	449572	231526	429207	343641
Q9BYT8	Q9BYT8		NLN		1.18326e+06	879181	728765	1.10982e+06	2.04768e+06	965636	1.22172e+06	1.34588e+06	1.0462e+06	561123
Q9BYV1	Q9BYV1		AGXT2		2.62678e+06	8.09312e+06	166255	5.98447e+06	687038	8.25769e+06	344178	1.36027e+06	1.60206e+06	191442
Q9BZ23	Q9BZ23		PANK2		65096.5		60973.1	50713.5	24324.5				31723	
Q9BZE9	Q9BZE9		ASPSCR1		491169	589990	297926	770844	256694	1.40046e+06		327271	441589	355014
Q9BZF1	Q9BZF1		OSBPL8		1.93612e+06	3.89928e+06	1.08186e+06	2.49414e+06	1.71999e+06	2.7924e+06	1.78919e+06	1.65865e+06	1.23961e+06	1.92576e+06
Q9BZF9	Q9BZF9		UACA		892922	444366	490884	716308	882302	446700	943278	1.05287e+06	917984	956707
Q9BZH6	Q9BZH6		WDR11		529262	765294	490486	770409	606019	632521	962147	1.34126e+06	1.01576e+06	345899
Q9BZJ0	Q9BZJ0		CRNKL1		564299	537496	1.04033e+06	788550	747193	353884	680543	615603	722374	393879
Q9BZK7	Q9BZK7		TBL1XR1		246575	388672					365906	263767		170950
Q9BZL1	Q9BZL1		UBL5		465179	427137	287438	299410	271571	343399	164763	296364	327219	241567
Q9BZQ8	Q9BZQ8		NIBAN1		540927	170599	375346	221405	567450		453472	705644		644228
Q9BZV1	Q9BZV1		UBXN6		2.49546e+06	2.10589e+06	1.50604e+06	1.77857e+06	1.62793e+06	1.71472e+06	1.45934e+06	2.20742e+06	1.01869e+06	904432
Q9BZZ5	Q9BZZ5		API5		1.66685e+06	1.6865e+06	1.77277e+06	1.57185e+06	1.49073e+06	1.50781e+06	2.54196e+06	561328	1.40115e+06	1.79429e+06
Q9C002	Q9C002		NMES1		616891		467976	764686	527330	606150	673318	582274	482047	
Q9C005	Q9C005		DPY30			360458	187727	1.18794e+06	314719	792703	77301.9	285172	102536	136381
Q9C037	Q9C037		TRIM4		286545	180326	230930	151084	226596	262247	137460	233432	253844	170848
Q9C073	Q9C073		FAM117A		96422.6			129383						55090.6
Q9C091	Q9C091		GREB1L									122111	184386	
Q9C0B0	Q9C0B0		UNK		36583.7				37896.4			45685.6		
Q9C0B1	Q9C0B1		FTO		1.93127e+06	1.38326e+06	3.1665e+06	2.01933e+06	2.84666e+06	1.74095e+06	1.52077e+06	3.15042e+06	1.59479e+06	1.83446e+06
Q9C0C2	Q9C0C2		TNKS1BP1		1.0106e+06	721966	871714	654048	584544	460299	1.06502e+06	1.1614e+06	1.22126e+06	768293
